start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx
0000,0200,Urdu,972,Su,Mo,Tu,We,Th,Fr,Sa,Dushanbe
1130,1200,English,1575,Su,Mo,Tu,We,Th,Fr,Sa,Bangkok
1130,1200,English,12030,Su,Mo,Tu,We,Th,Fr,Sa,Udon Thani
1130,1200,English,15715,Su,Mo,Tu,We,Th,Fr,Sa,Philippines
1130,1200,English,17790,Su,Mo,Tu,We,Th,Fr,Sa,Philippines
1400,2400,Urdu,972,Su,Mo,Tu,We,Th,Fr,Sa,Dushanbe
1600,1700,Bangla,1575,Su,Mo,Tu,We,Th,Fr,Sa,Bangkok
