start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx,ds
0900,1200,Bangla,15120,Su,Mo,Tu,We,Th,Fr,Sa,Riyadh,
0930,1225,English,15250,Su,Mo,Tu,We,Th,Fr,Sa,Riyadh,
1200,1455,Urdu,13775,Su,Mo,Tu,We,Th,Fr,Sa,Riyadh,
