start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx
1000,1100,English,9525,Su,Mo,Tu,We,Th,Fr,Sa,Jakarta
1300,1400,English,9525,Su,Mo,Tu,We,Th,Fr,Sa,Jakarta
