start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx
0200,0230,English,11945,Su,,,,Th,,Sa,Yerevan
1400,1500,English,15265,,,,,,,Sa,Issoudun
1500,1600,Punjabi,15350,,,, ,,Fr,,Sofia
1500,1600,Urdu,15350,,,,We,,, ,Sofia
