start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx,ds
1230,1300,English,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
1315,1345,Nepali,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
1400,1430,Urdu,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
1515,1545,Hindi,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
1630,1730,Bangla,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
1745,1900,English,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
1915,2000,Bangla,4750,Su,Mo,Tu,We,Th,Fr,Sa,Dhaka,
