start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx,ds
1200,1255,Urdu,13710,Su,Mo,Tu,We,Th,Fr,Sa,Emirler,
1630,1725,English,15520,Su,Mo,Tu,We,Th,Fr,Sa,Emirler,
