start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx
1300,1400,English,9570,Su,Mo,Tu,We,Th,Fr,Sa,Kimjae
1400,1700,English,9785,Su,Mo,Tu,We,Th,Fr,Sa,Kimjae
1500,1700,English,9515,Su,Mo,Tu,We,Th,Fr,Sa,Kimjae
