start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx,ds
0030,0045,Bangla,11905,Su,Mo,Tu,We, , ,Sa,Trincomalee,
0030,0045,Hindi,11905,,,,,Th,Fr,,Trincomalee,
0045,0100,Hindi,11905,Su,Mo,Tu,We,Th,Fr,Sa,Trincomalee,
0200,0230,Hindi,11905,Su,Mo,Tu,We,Th,Fr,Sa,Trincomalee,
1115,1200,Tamil,9720,Su,Mo,Tu,We,Th,Fr,Sa,Trincomalee,
1630,1730,Sinhala,11750,Su,Mo,Tu,We,Th,Fr,Sa,Trincomalee,
