start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx,ds
0500,0557,English,13650,Su,Mo,Tu,We,Th,Fr,Sa,Kujang,
0500,0557,English,15105,Su,Mo,Tu,We,Th,Fr,Sa,Kujang,
1600,1657,English,9890,Su,Mo,Tu,We,Th,Fr,Sa,Kujang,
1600,1657,English,11645,Su,Mo,Tu,We,Th,Fr,Sa,Kujang,
