start,end,language,freq,d1,d2,d3,d4,d5,d6,d7,tx,ds
0200,0300,English,12010,Su,Mo,Tu,We,Th,Fr,Sa,Philippines,
0200,0300,English,15640,Su,Mo,Tu,We,Th,Fr,Sa,Philippines,
0200,0300,English,17820,Su,Mo,Tu,We,Th,Fr,Sa,Philippines,
1730,1930,English,9910,Su,Mo,Tu,We,Th,Fr,Sa,Philippines,
1730,1930,English,12120,Su,Mo,Tu,We,Th,Fr,Sa,Philippines,
1730,1930,English,15190,Su,Mo,Tu,We,Th,Fr,Sa,Philippines,
