station,start,end,freq,d1,d2,d3,d4,d5,d6,d7,tx
Adventist World Radio,0230,0300,7385,Su,Mo,Tu,We,Th,Fr,Sa,Moosburn
Adventist World Radio,1500,1530,15605,Su,Mo,Tu,We,Th,Fr,Sa,Trincomalee
Adventist World Radio,1530,1600,15165,Su,Mo,Tu,We,Th,Fr,Sa,Moosburn
All India Radio,0800,0830,702,Su,Mo,Tu,We,Th,Fr,Sa,Jullandhar
All India Radio,1130,1230,702,Su,Mo,Tu,We,Th,Fr,Sa,Jullandhar
All India Radio,1300,1430,702,Su,Mo,Tu,We,Th,Fr,Sa,Jullandhar
