station,start,end,freq,d1,d2,d3,d4,d5,d6,d7,tx
Gospel for Asia,0115,0130,7465, , ,Tu, , , , ,Tashkent
Gospel for Asia,1415,1430,15285, , , , , ,Fr, ,Nauen
Trans World Radio,2330,2345,882,,,,,,,Sa,Puttalam
