station,start,end,freq,d1,d2,d3,d4,d5,d6,d7,tx
Gospel for Asia,0115,0130,7465, , , , ,Th, , ,Tashkent
Gospel for Asia,1315,1330,15285, , ,Tu, , , , ,Nauen
