station,start,end,freq,d1,d2,d3,d4,d5,d6,d7,tx
Gospel for Asia,0030,0045,7465, , , , , ,Fr, ,Tashkent
Gospel for Asia,1545,1600,15150, ,Mo,Tu, , , , ,Nauen
